company_raw,company_name,is_staffing,company_id
First National Bank Alaska,First National Bank Alaska,False,15867
Lozier Corporation.,Lozier Corporation,False,15868
Pierson Wireless,Pierson Wireless,False,15869
Achieving the Dream,Achieving The Dream,False,15870
GDS LINK,Gds Link,False,15871
"Kimball International, Inc.",Kimball International,False,15872
"BIOMERIEUX, INC.",Biomerieux,False,15873
Columbus Regional Airport Authority,Columbus Regional Airport Authority,False,15874
Energy Jobline CVL,Unclassified,False,15875
Davis,Davis,False,15876
San Diego State University Research Foundation,San Diego State University-Research Foundation,False,15877
Whyte & Mackay,Whyte & Mackay,False,15878
"QTS Realty Trust, Inc.",Qts Realty Trust,False,15879
ELLKAY,Ellkay,False,15880
SalesBound,Salesbound,False,15881
"Innova Solutions, Inc.",Innova Solutions USA,False,15882
"ABA Kids Connection, Inc",Unclassified,False,15883
FirstEnergy,FirstEnergy,False,15884
Loyola Marymount University,Marymount University,False,15885
Family Support Services of Suncoast,Unclassified,False,15886
Truist Bank,Truist Financial,False,15887
AT&T,AT&T,False,15888
"Tyler Junior College (Tyler, TX)",Tyler Junior College,False,15889
Community Action Organization,Community Action Organization,False,15890
Evoke Research And Cons,Unclassified,False,15891
UFP Technologies,Ufp Technologies,False,15892
Providence Swedish,Providence At Swedish Edmonds,False,15893
Orange County's Credit Union,Orange County's Credit Union,False,15894
Business Intelligence,[Iito] Business Intelligence,False,15895
FSA,Fsa,False,15896
F. Hoffmann-La Roche Gruppe,Roche,False,15897
"ZealTech, Inc.",Zealtech,False,15898
SBS Corp.,SBS Transit,False,15899
Swift Strategic Solutions Inc,Swift Strategic Solutions,False,15900
Hearst,Hearst,False,15901
Freedom Mortgage Corporation,Freedom Mortgage,False,15902
Rochester Clinical Research,Rochester Clinical Research,False,15903
Queen's Health System,Queen& X27 S Health System,False,15904
IFPA,Ifpa,False,15905
T-SYZYGY IT SERVICES,Unclassified,False,15906
Panera Bread,Panera Bread,False,15907
"Hermitage Info Tech, LLC.",Hermitage Infotech,False,15908
"City of Arlington, TX",City Of Arlington,False,15909
Indev,Indev,False,15910
PerkinElmer,PerkinElmer,False,15911
Naval Intelligence Command,United States Navy,False,15912
US101 Guidehouse Inc.,Unclassified,False,15913
SECO Energy,Seco Energy,False,15914
FreightVerify,Freightverify,False,15915
Equiliem,Equiliem,True,15916
Valley Water,Valley Water,False,15917
Noble Services Company LLC,Noble Services,False,15918
City of Tucson,City of Tucson,False,15919
Charter Communications/Spectrum,Spectrum,False,15920
Sculpture Hospitality AL / GA / MS,Unclassified,False,15921
Helen Ross McNabb Center,Helen Ross Mcnabb Center Incorporated,False,15922
Lorvin Technologies,Lorvin Technologies,False,15923
Growing Commercial Real Estate Firm,Unclassified,False,15924
"Socotra, Inc.",Socotra,True,15925
Cascades,Cascades,False,15926
Oldcastle BuildingEnvelope Inc,CRH Americas,False,15927
Cornerstone Defense,Cornerstone Defense,False,15928
Hampton Roads Transit,Hampton Roads Transit,False,15929
"NInfo Systems, Inc.",Ninfo Systems,False,15930
Sumner County,Sumner County,False,15931
ACH Child and Family Services,Ach Child & Family Services,False,15932
TREK,Trek,False,15933
Manheim Remarketing Inc,Manheim Remarketing,False,15934
LEO DOES IT INC,Unclassified,False,15935
"Verint Systems, Inc.",Verint Systems,False,15936
Federal Reserve Bank,Federal Reserve Bank,False,15937
University of California - Irvine Health,University of California,False,15938
"Textron, Inc.",Textron,False,15939
DOT FOODS,Dot Foods,False,15940
BEAT LLC,B.E.A.T. Llc.,False,15941
"KYM Advisors, Inc",Kym Advisors,False,15942
Sony Pictures Entertainment,Sony Pictures Entertainment,False,15943
sonataOne,Unclassified,False,15944
Dynatrace,Dynatrace,False,15945
Keystone Technologies Inc,"Keystone Technologies Co., Ltd.",False,15946
Assurant,Assurant,False,15947
Central Maine Healthcare Corporation,Central Maine Healthcare,False,15948
"Morley Companies, Inc.",Morley Companies,False,15949
Rocky Mountain Institute,Rocky Mountain Institute,False,15950
RedVectorcom LLC,Unclassified,False,15951
Hudson Manpower,Unclassified,False,15952
Confidential,PPG,False,15953
Cook Inc. (Bloomington),Unclassified,False,15954
Sherlock Tech Staffing,Sherlock Tech Staffing,True,15955
Covenant Logistics,Covenant Logistics Co Ltd,False,15956
AGCO Corporation,AGCO,False,15957
Canopius US Insurance Inc,Canopius Us Insurance,False,15958
Clark County,Clark County,False,15959
Anveta INC,Anveta,False,15960
Heartland Human Care Services,Heartland Human Care Services,False,15961
"SingleStore, Inc.",Singlestore,False,15962
"Blue Origin, LLC",Blue Origin,False,15963
Signify Health,Signify Health,False,15964
Western University of Health Sciences,Western University Of Health Sciences,False,15965
Charlie\u0027s Produce,Unclassified,False,15966
UIC Alaska,Ukpeagvik Inupiat Corporation,False,15967
AgreeYa Solutions,AgreeYa Solutions,False,15968
GKN Aerospace,GKN,False,15969
Smart IMS,Smart IMS,False,15970
Cognizant,Cognizant Technology Solutions,False,15971
FedEx,FedEx,False,15972
IC-CAP,Ic-Cap,False,15973
UMass President's Office,University of Massachusetts,False,15974
Aloden Inc,Aloden,False,15975
NORTHSTARGROUP,Northstar Group,False,15976
Salesforce,Salesforce,False,15977
"17 - EXOS Human Capital, LLC",Unclassified,False,15978
"Jack Schroeder and Associates, LLC",Jack Schroeder And Associates,False,15979
Compunnel Inc.,Compunnel Software Group,True,15980
ApTask,ApTask,True,15981
AllSTEM Connections,AllSTEM Connections,False,15982
"Fresenius Medical Care Holdings, Inc.",Fresenius,False,15983
"DMI (Digital Management, Inc.)",Digital Management,False,15984
TekGroup USA,Tekgroup International,False,15985
Juvenile Justice Commission,Juvenile Justice Commission,False,15986
Mortenson Construction,M. A. Mortenson Company,False,15987
Saicon Consultants Inc.,Saicon Consultants,False,15988
Elephant Insurance,Elephant Insurance,False,15989
Trilogy Innovations,Trilogy Innovations,False,15990
Mission Intel,Mission Intel,False,15991
"T-Mobile USA, Inc.",T-Mobile US,False,15992
"Ohio Gratings, Inc",Ohio Gratings,False,15993
SSIT Inc,Ssit,True,15994
Blu Omega LLC,Unclassified,False,15995
Capgemini Government Solutions,Capgemini,False,15996
Fastenal,Fastenal,False,15997
Datamtx LLC,Datamtx,False,15998
LGL Technologies,LGL Technologies,False,15999
"Ryder System, Inc",Ryder,False,16000
Integral,Integral,False,16001
"SOLV Energy, LLC",Solv Energy,False,16002
Hertz,The Hertz Corporation,False,16003
Fremont Associate,Fremont Associate,False,16004
State Street Bank and Trust Company,State Street Corporation,False,16005
TTG Forestry Services LLC,Ttg Forestry Services,False,16006
Tread Athletics,Tread Athletics,False,16007
Vetcove Inc.,Vetcove,False,16008
Macy's,Macy's,False,16009
Plateau Software Inc,Plateau Software,False,16010
Appcast,Unclassified,False,16011
City of Hope,City of Hope,False,16012
SumUp Payments Limited,Sumup Payments LTD,False,16013
"Intermountain Healthcare Pierre, SD",Unclassified,False,16014
Xcel Energy Inc,Xcel Energy,False,16015
GalaxE.Solutions,Galaxe.Solutions,False,16016
"Donnelley Financial, LLC",Donnelley Financial,False,16017
VitalCore Health Strategies,Vitalcore Health Strategies,False,16018
Bradley Hospital,Bradley Hospital,False,16019
"Tatitlek Technologies, Inc (TTI)",Tatitlek Corporation The,False,16020
Apprenticely,Unclassified,False,16021
Bedford License Bureau,Unclassified,False,16022
Valtronic Technology Inc,Unclassified,False,16023
ColorPro Finishers,Unclassified,False,16024
"IntelliGenesis, LLC",Intelligenesis,False,16025
"Evoke Research and Consulting, LLC",Evoke Research And Consulting,False,16026
U.S. Healthcare Service LLC,Unclassified,False,16027
DPS Group TSO,Unclassified,False,16028
ARES Holding Corporation,Ares Holding Corporation,False,16029
Upskills Consultancy Services,Unclassified,False,16030
TechOp Solutions International Inc,Techop Solutions International,False,16031
CommUnityCare Health Centers,Unclassified,False,16032
"Donato Technologies, Inc.",Donato Technologies,False,16033
"Shutterfly, Inc.",Shutterfly,False,16034
"Professional Datasolutions, Inc.",Professional Datasolutions,False,16035
Allied Reliability,Allied Reliability,False,16036
"RTL Networks, Inc.",Rtl Networks,False,16037
Sports Endeavors Inc.,Sports Endeavors,False,16038
Quarterhill,Quarterhill,False,16039
Austin Energy,Austin Energy,False,16040
Natural Resources Conservation Service,Natural Resources Conservation Service,False,16041
VocoVision,VocoVision,True,16042
Infusion Software Inc,Infusion Software,False,16043
Safire Rehabilitation of Northtowns LLC,Safire Rehabilitation Of Northtowns,False,16044
Ignite Digital Services,Unclassified,False,16045
"Case FMS, LLC",Unclassified,False,16046
Wells Concrete,Wells Concrete,False,16047
IT Expert System Inc.,It Expert System,False,16048
"Harvey Performance Company, LLC",Harvey Performance Company,False,16049
Simplify Software Experts,Unclassified,False,16050
BEPC Inc. - Business Excellence Professional Consulting,Bepc Inc. - Business Excellence Professional Consulting,False,16051
ARBOR RESEARCH,Arbor Research,False,16052
United Refining Company,United Refining Company,False,16053
hawaiianel,Hawaiian Electric Company,False,16054
Claims Solutions,Claims Solutions,False,16055
Make,Make Corporation,True,16056
"WesBanco Bank, Inc",Wesbanco Bank,False,16057
Source Infotech,Source Infotech,False,16058
Franklin Academy Charter Schools,Franklin Academy Charter Schools,False,16059
"California State University, Sacramento",California State University,False,16060
Big Machine Distillery,Tenn South Distillery,False,16061
"Roccomar, Inc.",Roccomar,False,16062
"Satellite Shelters, Inc. | Satellite Industries, Inc.",Satellite Shelters,False,16063
"PDI, Inc.","PDI, Inc.",True,16064
Wayne Farms LLC,Wayne-Sanderson Farms,False,16065
CDW,CDW,False,16066
Logistics Management Institute,LMI,False,16067
Regions Hospital,Regions Hospital,False,16068
A2-Ai LLC,Unclassified,False,16069
The Ohio State University,Ohio State University,False,16070
Avocent,Avocent,False,16071
LabCorp,Labcorp,False,16072
Proofpoint,Proofpoint,False,16073
UC San Diego,University of California,False,16074
Boyd Gaming,Boyd Gaming,False,16075
Indiana Members Credit Union,Indiana Members Credit Union,False,16076
Whitsons Culinary Group,Whitsons Culinary Group,False,16077
Radyant Inc.,Radyant,False,16078
Strategic Electrical Solutions LLC,Unclassified,False,16079
Triwave Solutions Inc,Triwave Solutions,False,16080
Justice,Justice,False,16081
"The Gemini 3 Group, Inc.",The Gemini 3 Group,False,16082
"Acadia Technologies, Inc.",Acadia Technologies,False,16083
Green Thumb,Green Thumb,False,16084
CalPERS,Calpers,False,16085
Kroger Corporate,Kroger,False,16086
"Binary Group, Inc.",Binary Group,False,16087
Intelligence and National Security Alliance,Intelligence And National Security Alliance,False,16088
Mfs Investment Management,MFS Investment Management,False,16089
Lawson State Community College,Lawson State Community College,False,16090
Cirrus Aircraft,Cirrus Aircraft,False,16091
"W&P Management, LLC",W&P Management,False,16092
Louisville Water Company,Louisville Water Company,False,16093
ANSYS,Ansys,False,16094
Albany Medical Center Careers,Albany Medical Center,False,16095
Cathay Bank,Cathay Bank,False,16096
Precision Focus,Precision Focus,False,16097
"Business Performance Systems, LLC",Business Performance Systems,False,16098
Esolvit,Esolvit,False,16099
T. White Parker,"T. White Parker Associates, Incorporated",False,16100
"ORTC, LLC",Ortc,False,16101
INTECON,Intecon,False,16102
StarTechs Inc.,Startechs Enterprises,False,16103
E-business International Inc,E Business Corp,False,16104
Bayview Asset Management,Bayview Asset Management,False,16105
Versapay,Versapay,False,16106
Cliff Services Inc,Cliff Services,False,16107
Church at the Park,Church At The Park,False,16108
Webflow,Webflow.Co,False,16109
Staffmark Investment LLC,Staffmark,True,16110
ESPN,Espn,False,16111
"ADS, Inc",Ads,False,16112
Logistic Services Int.,Unclassified,False,16113
BankUnited,BankUnited,False,16114
Cargas Systems,Cargas Systems,False,16115
Telligen,Telligen,False,16116
Goodwill San Antonio,Goodwill,False,16117
"Dhanani Group, Inc.",Dhanani Group,False,16118
GSK HR SOLUTION,Unclassified,False,16119
Professional Technology Integration Inc.,Professional Technology Integration,True,16120
"RK Consultancy Services, Inc",Rk Consultancy Services,True,16121
"McKinsey & Co, Inc.",McKinsey,False,16122
SUMO,SÃ¼mo,False,16123
MS INFO TECH LLC,Unclassified,False,16124
Arena Technical Resources,Arena Technical Resources,False,16125
General Dynamics - Bath Iron Works,Bath Iron Works,False,16126
Orbus Inc,Orbus International,False,16127
Henry M Jackson Foundation,The Henry M. Jackson Foundation For The Advancement Of Military Medicine,False,16128
State of Washington Dept. of Licensing,Unclassified,False,16129
Auburn School District,Auburn School District,False,16130
EMERGENT METHOD,Emergent Method,False,16131
LAI,LAI International,False,16132
Hooker Furnishings,Hooker Furnishings Corporation,False,16133
Smiley Technologies Inc,Smiley Technologies,False,16134
Flexton Inc.,Flexton,False,16135
The University of Scranton,University of Scranton,False,16136
Lidl,Lidl,False,16137
BilkeyKatz Investment Consultants,Bilkeykatz Investment Consultants,False,16138
Canoe Intelligence,Unclassified,False,16139
City of Memphis,City Of Memphis,False,16140
The University of North Carolina at Chapel Hill,University of North Carolina,False,16141
Emprise Corporation,Emprise International Ltd,False,16142
Entech,Entech,True,16143
Owen Thomas Group,Unclassified,False,16144
Syncpoint Solutions LLC,Unclassified,False,16145
Peak Performers,Peak Performers,True,16146
Payson City,Payson City,False,16147
Software Solutions,Software Solutions Limited,False,16148
Absolute POS,Unclassified,False,16149
"The Henry M. Jackson Foundation for the Advancement of Military Medicine, Inc",The Henry M. Jackson Foundation For The Advancement Of Military Medicine,False,16150
Oxfaa Pvt.Ltd,Unclassified,False,16151
Certec Consulting Inc,Certec Consulting,False,16152
Southern Utah University,Southern Utah University,False,16153
"E2 Consulting Engineers, Inc.",E2 Consulting Engineers,False,16154
State of Nevada,State of Nevada,False,16155
Sandata Technologies,Sandata Technologies,False,16156
The Hunt Institute,The Hunt Institute,False,16157
Farmer Brothers,Farmer Brothers Company,False,16158
KPMG,KPMG,False,16159
Sunoco,Sunoco,False,16160
The Options Clearing Corporation,The Options Clearing Corporation,False,16161
Themesoft Inc,Themesoft,True,16162
University of California - San Francisco Campus and Health,Ucsf Medical Center,False,16163
"HITACHI GLOBAL AIR POWER US, LLC",Unclassified,False,16164
"PMHCC, INC.",Pmhcc,False,16165
Ameri100,Ameri100,False,16166
DMS Vision Inc.,Unclassified,False,16167
Westinghouse Electric,Westinghouse Electric Company,False,16168
Kyyba Inc,Kyyba,True,16169
C5MI Insight LLC,C5mi Insight,False,16170
Specialty Care Rx,Specialty Care Rx,False,16171
Hatch,Hatch,True,16172
Creospan Inc.,Creospan,False,16173
Factspan Inc,Factspan,False,16174
Woodgrain,Woodgrain,False,16175
CareFirst BlueCross BlueShield,CareFirst of Maryland,False,16176
"Patterson Medical Holdings, Inc.",Patterson Dental,False,16177
Vail Resorts,Vail Resorts,False,16178
Prudent Technologies and Consulting,Prudent Technologies And Consulting,False,16179
NuAxis LLC,Nuaxis,False,16180
TBC Corporation,National Tire & Battery,False,16181
Spaulding Rehabilitation,Spaulding Rehabilitation Hospital,False,16182
Ellumen,Ellumen,False,16183
SS&C Technologies Inc,SS&C Technologies,False,16184
SpartanNash,SpartanNash,False,16185
Bamboo Digital Inc,Bamboo Digital,False,16186
A.I.S. Inc.,"Australian International School, Singapore",False,16187
"Dow Aero, LLC",Dow Aero Logistics,False,16188
AssetWorks Inc,Assetworks,False,16189
"WEX, Inc.",WEX,False,16190
Anagha Techno Soft,Unclassified,False,16191
University of Virginia's College at Wise,The University Of Virginia's College At Wise,False,16192
Trustmark Bank,Trustmark National Bank,False,16193
Luxoft,Luxoft,False,16194
Schlage Lock Company LLC,Schlage Lock Company,False,16195
Tripalink,Tripalink Corp,False,16196
John Soules Foods,John Soules Foods,False,16197
WaterBridge Operating LLC,Waterbridge Operating,False,16198
"NV5 Global, Inc.",Nv5 Global,False,16199
WilmerHale,Wilmerhale,False,16200
10000 FactSet Research Systems Inc.,Unclassified,False,16201
"TESTINGXPERTS, INC. DBA DAMCOSOFT",Damcosoft,False,16202
Southland Casino - Delaware North,Delaware North,False,16203
State of New Mexico,State Of New Mexico,False,16204
Houghton Mifflin Harcourt,Houghton Mifflin Company,False,16205
Liberty Mutual Insurance,Liberty Mutual,False,16206
Sev1Tech,Sev1Tech LLC,False,16207
Eurofins USA PSS Insourcing Solutions,Eurofins,False,16208
1100-Applied Industrial Technologies,Applied Industrial Technologies,False,16209
Sprinklr Inc.,Sprinklr,False,16210
Circles Life,Circles.Life,False,16211
Staffingine LLC,Staffingine,True,16212
"Fox Television Stations, Inc",Fox,False,16213
Staff Solvers,Staff Solvers,False,16214
Variscale Services & Engineering,Variscale Services & Engineering,False,16215
"Upsher-Smith Laboratories, Inc.",Upsher-Smith Laboratories,False,16216
Phillips 66 Company,Phillips 66,False,16217
Cilable,Cilable,False,16218
JHNA,Jhna,False,16219
Latch,Latch,False,16220
Mint Mobile,Mint Mobile,False,16221
Top Tier Consulting LLC,Top Tier Consulting,False,16222
Centra Medical Group,Centra Medical Group,False,16223
"Right Skale, Inc.",Right Skale,False,16224
Strategic Operational Solutions (STOPSO),Strategic Operational Solutions,False,16225
Blue Origin AL,Sierra Nevada Corporation,False,16226
Parkland Health,Parkland Health,False,16227
"Dunson & Associates, Inc.",Crystal L. Dunson And Associates Incorporated,True,16228
Prospect Infosystem,Unclassified,False,16229
"Allegro MicroSystems, LLC",Allegro Microsystems,False,16230
CONAGRA,Conagra Brands,False,16231
(Not Available),Motion Recruitment,True,16232
EHS TECHNOLOGIES CORPORATION,Ehs Technologies,False,16233
Aptar Group,Aptar,False,16234
e sol,E-Sol,False,16235
Tufts Medicine,Tufts Medicine,False,16236
Swinerton Builders,Swinerton Builders,False,16237
Hunton Andrews Kurth LLP,Hunton Andrews Kurth Llp,False,16238
Info Services LLC,Info Services,False,16239
"JANUS Research Group, Inc.",Janus Research Group,False,16240
Trinity Surfaces,Trinity Surfaces,False,16241
Bob Evans Restaurants,Bob Evans Restaurants,False,16242
Tailsco Ltd,Tailsco Limited,False,16243
Macys,Macy's,False,16244
Auto-Chlor System,Auto Service Agency.Com,False,16245
Orora Packaging Solutions,Orora Packaging Solutions,False,16246
CyncHealth Advisors Inc,Unclassified,False,16247
Savana Inc,Savana,False,16248
CareOregon,Careoregon,False,16249
ETI Professional Search,Unclassified,False,16250
DEOLEO GLOBAL S.A.U.,Unclassified,False,16251
Flatiron Construction Corp,Flatiron Construction,False,16252
Vistrada LLC,Vistrada,False,16253
Calsoft Labs,Calsoft Labs,False,16254
GEHA,Geha,False,16255
Pilot,Pilot Company,False,16256
1199SEIU Family of Funds,1199seiu,False,16257
AECOM,AECOM,False,16258
The Trustees of Columbia University in the City of New York,The Trustees Of Columbia University In The City Of New York,False,16259
Aarki,Aarki,False,16260
GEICO,Geico,False,16261
CALIFORNIA STATE LOTTERY,California State Lottery,False,16262
Rivi Consulting Group,Rivi Consulting Group L.L.C,False,16263
Norton Healthcare,Norton Healthcare,False,16264
"TechnoSphere, Inc.",TechnoSphere,True,16265
"Ampro ADLINK Technology, Inc.",Ampro Adlink Technology,False,16266
Asset Performance Networks,Asset Performance Networks,False,16267
"Birdi, Inc.",Birdi,False,16268
Neighborhood Health Center,Neighborhood Health Center,False,16269
CHRISTUS Health System,CHRISTUS Health,False,16270
GXO,"Gxo, Incorporated",False,16271
J.C. Penney Company Inc.,JCPenney,False,16272
MSA,Msa Agency,False,16273
Northrop Grumman Corporation,Northrop Grumman,False,16274
Aviara Healthcare Center,Aviara Healthcare Center,False,16275
Fit Pay,Fit Pay,False,16276
Tech Pro Inc.,Tech-Pro,False,16277
University of Rhode Island,University of Rhode Island,False,16278
IntApp,Intapp,False,16279
"MILVETS Systems Technology, Inc.",Milvets Systems Technology,False,16280
"Technology Consultants, Inc.",Technology Consultants,False,16281
Inkitt,Inkitt.Com,False,16282
Mode Transportation,Mode Transportation,False,16283
"Ocean Spray Cranberries, Inc.",Ocean Spray Cranberries,False,16284
"Gateway Dealer Network, LLC",Unclassified,False,16285
LABUR,Labur,True,16286
Loma Linda University Health,Loma Linda University Health,False,16287
John Wood Group,John Wood Group,False,16288
Trust Consulting Services Inc,Trust Consulting Services,False,16289
"A.T. Kearney, Inc.",A.T. Kearney,False,16290
Generac Power Systems Inc,Generac Power Systems,False,16291
By Light Professional IT Services LLC,By Light Professional It Services,False,16292
Countrymark Refining and Logistics,Countrymark Refining And Logistics,False,16293
SJRC Texas,Sjrc Texas,False,16294
Seven Hills Group Technologies inc.,Seven Hills Group Technologies,False,16295
GT Medical Technologies Inc,Gt Medical Technologies,False,16296
"GE HealthCare

Federal Contractor",Unclassified,False,16297
NORTH EAST MEDICAL SERVICES,North East Medical Services,False,16298
National Black MBA Association,National Black Mba Association,False,16299
Infinity Tech Group Inc,Infinity Tech Group,False,16300
Epitec,Epitec,True,16301
Bureau of Land Management,United States Department of the Interior,False,16302
Arreglo Healthcare,Arreglo Healthcare,False,16303
HERMES,Evri,False,16304
Department of State Police,Department Of State Police,False,16305
"RITWIK Infotech, Inc.",Ritwik Infotech,False,16306
Summit Pacific Medical Center,Summit Pacific Medical Center,False,16307
Virtue Restaurant,Virtue Restaurant,False,16308
VMR Strategic Solutions,Vmr Strategic Solutions,False,16309
Tacony Corporation,Tacony Corporation,False,16310
the Chickasaw Nation,Chickasaw Nation,False,16311
The Brock Group,The Brock Group,False,16312
"Culmen International, LLC",Culmen International,False,16313
Sanofi U.S.,Sanofi,False,16314
Yakshna Solutions,Yakshna Solutions,False,16315
"Isospin Technologies, LLC",Isospin Technologies,False,16316
EDRAY,Edray.Com,False,16317
Jam City Inc,Jam City,False,16318
American Medical Staffing,American Medical Staffing,True,16319
Tetra Pak,Tetra Pak,False,16320
"STV, Inc.",Stv,False,16321
ASCII Group LLC,ASCII Group,True,16322
"Diagnostica Stago, Inc.",Diagnostica Stago,False,16323
NLB Technology Services,Nlb Services,False,16324
Children's Health Alliance,Children's Health Alliance,False,16325
Pasadena High School,Pasadena High School,False,16326
NVIDIA Corp,Nvidia,False,16327
State of Maryland,State of Maryland,False,16328
B&A,B&A,False,16329
Comerica Incorporated,Comerica,False,16330
PDSSOFT INC,Pdssoft,False,16331
MRM McCann,Mrm//Mccann,False,16332
MAINSAIL Group,Mainsail Group,True,16333
Curinos,Curinos,False,16334
"Caterpillar, Inc.",Caterpillar,False,16335
Industrial Packaging Supplies Inc,Industrial Packaging Supplies,False,16336
Energy Transfer LP,Energy Transfer,False,16337
"Rimkus Consulting Group, Inc.",Rimkus Consulting Group,False,16338
Kern Health Systems,Kern Health Systems,False,16339
Encova Insurance,Encova Insurance,False,16340
Solutions Through Innovative Technologies Inc,Solutions Through Innovative Technologies,False,16341
Garney Construction,Garney Construction,False,16342
ALPHA OMEGA,Alpha Omega,False,16343
Bluefish technologies,Bluefish Technologies Limited,False,16344
Digital Realty,Digital Realty,False,16345
IMR Soft LLC,Imr Soft,False,16346
University of North Texas - System Administration,Unclassified,False,16347
BizTech Solutions Inc,BizTech Solutions,False,16348
Academy Sports & Outdoors,Academy Sports + Outdoors,False,16349
FourSteps Solutions,Foursteps Solutions,False,16350
Locke Lord LLP,Locke Lord Llp,False,16351
City of Lee's Summit,City Of Lee's Summit,False,16352
Barr Engineering,Barr Engineering Co.,False,16353
Clinica Romero,Clinica Romero,False,16354
UTAH VALLEY UNIVERSITY,Utah Valley University,False,16355
Amerit Consulting,Amerit Consulting,True,16356
Significance Inc.,Significance,False,16357
"Take-Two Interactive Software, Inc.",Take-Two Interactive Software,False,16358
MANN+HUMMEL GmbH,Mann+Hummel,False,16359
Corradi USA,Corradi USA,False,16360
White Plains Hospital,White Plains Hospital,False,16361
DELMARVA FOUNDATION FOR MEDICAL,Qlarant Quality Solutions,False,16362
Green Dot Public Schools California,Green Dot Public Schools California,False,16363
Harmar Mobility LLC,Harmar,False,16364
J.R. Simplot,J.R. Simplot Company,False,16365
Houston-Galveston Area Council,Houston-Galveston Area Council,False,16366
Pacific Dental Services LLC,Pacific Dental Services,False,16367
"USA Properties Fund, Inc",USA Properties Fund,False,16368
Arclin USA LLC,Arclin,False,16369
Arkansas Children's Hospital,Arkansas Children's Hospital,False,16370
Inspire11 LLC,Inspire11,False,16371
"Intel Corporation Pierre, SD",Unclassified,False,16372
Talkspace,Talkspace,False,16373
FOX Factory,Fox Factory,False,16374
"HomeSafe Alliance

Federal Contractor",Unclassified,False,16375
Accuray Incorporated,Accuray,False,16376
AmerisourceBergen,AmerisourceBergen,False,16377
UTZ Quality Foods Inc,Utz Quality Foods,False,16378
Cat software service,CAT Technology,False,16379
HEALTH AND HUMAN SERVICES COMMISSION,Texas Health and Human Services,False,16380
PCI Pharma Services,Pci Pharma Services,False,16381
Mallinckrodt,Mallinckrodt Plc,False,16382
ECOLAB,Ecolab,False,16383
Champion Health Brokers,Unclassified,False,16384
"Madison, City of (WI)","Madison, City of",False,16385
Civco Medical,Civco Medical Instruments,False,16386
"Franciscan Alliance, Inc",Franciscan Alliance,False,16387
Chili's,Chili's Grill & Bar,False,16388
Strongbridge,Strongbridge,False,16389
Webster University,Webster University,False,16390
Alera Group,Alera Group,False,16391
Lee Health,Lee Health,False,16392
Meridian Health Services,Meridian Health Services,False,16393
Helm Bank,Helm Bank,False,16394
Rosenbauer Minnesota Llc,Rosenbauer Minnesota,False,16395
ROSEN Group,Rosen Group,False,16396
J & J Snack Foods Inc.,J&J Snack Foods,False,16397
"Center for Alternative Sentencing and Employment Services, Inc.",Center For Alternative Sentencing & Employment Services,False,16398
Synectics for Management Decisions Inc,Synectics For Management Decisions,False,16399
ePathUSA,Epathusa,False,16400
City Of Asheville,City Of Asheville,False,16401
Premium Manufacturing,Premium Manufacturing,False,16402
Winrock International,Winrock International,False,16403
Yoh Services,Yoh Services,True,16404
Sioux Steel Company,Sioux Steel Co.,False,16405
TAG Heuer / LVMH W&J,Unclassified,False,16406
Walt Disney World Resort,Walt Disney World Resort,False,16407
L3Harris Technologies,L3Harris Technologies,False,16408
JobRialto,Unclassified,False,16409
Solstice Consulting Group,Solstice Consulting Group,False,16410
Global Lending Services,Global Lending Services,False,16411
Accupac,Accupac,False,16412
Ed Miniat LLC,Ed Miniat,False,16413
Tech USA,At Technical,True,16414
Country Financial,COUNTRY Financial,False,16415
Voloridge Investment Management,Voloridge Investment Management,False,16416
"Butterball, LLC",Butterball,False,16417
American Civil Liberties Union of Connecticut,American Civil Liberties Union Of Connecticut,False,16418
NextRow Inc.,Nextrow,False,16419
Fastly,Fastly,False,16420
"HITACHI AMERICA, LTD.",Hitachi,False,16421
GovCIO,GovCIO,False,16422
Johns Hopkins Medicine,Johns Hopkins,False,16423
Protingent,Protingent,True,16424
Southern Glazer's Wine & Spirits,Southern Glazer's,False,16425
HStechnologies LLC,Hstechnologies,False,16426
Rizing Consumer Industries,Rizing,False,16427
Optomi,Optomi,True,16428
"Baker Tilly US, LLP",Baker Tilly,False,16429
United Nations Secretariat,Unclassified,False,16430
504 CGCG-US CG Companies Global-US,Unclassified,False,16431
Arqiva,Arqiva,False,16432
SOS International LLC.,Sos Ministries,False,16433
SSP America,SSP America,False,16434
UMass Memorial Health,UMass Memorial Health,False,16435
RealTruck,Realtruck.Com,False,16436
American Welding Society Inc,American Welding Society,False,16437
Allwyn Corporation,Allwyn Corporation,False,16438
Syracuse University,Syracuse University,False,16439
Integra Staffing Inc.,Integra Staffing,True,16440
M2 Staffing and Business Services LLC,Unclassified,False,16441
Recruitment Room,The Recruitment Room Limited,True,16442
Mass General Brigham,Mass General Brigham,False,16443
Benjamin Moore & Co,Benjamin Moore,False,16444
ASM RESEARCH INC,ASM Research,False,16445
St. John's United Methodist Church,St. John's United Methodist Church,False,16446
Idaho Youth Ranch,Idaho Youth Ranch,False,16447
Department of Social Services,Department Of Social Services,False,16448
"Flagship Pioneering, Inc.",Flagship Pioneering,False,16449
HR Path Group,Unclassified,False,16450
"WORKDAY, INC.",Workday,False,16451
"Infolob Global, Inc.",Unclassified,False,16452
HonorVet Technologies,HonorVet Technologies,True,16453
